"","alpha","Mean","Median","Rsquared","num.predictors"
"1",0.1,3.53981453702631,2.53437265195585,0.812903051814512,54
"2",0.2,1.57816871250263,0.986122930234401,0.954095252907296,53
"3",0.3,4.06325181459076,2.95702080845654,0.759235916130908,26
"4",0.4,4.698792639549,3.70399594284116,0.690175528647298,19
"5",0.5,4.44432285033734,3.36302351015328,0.716195279332353,19
"6",0.6,4.64942102153215,3.66108292496745,0.692190614668086,17
"7",0.7,0.454666991122961,0.294031217932387,0.995942592159548,44
"8",0.8,0.657811412714822,0.445716076599997,0.991810814094963,39
"9",0.9,5.81950241655823,4.90739812685543,0.541343976466881,7
