"","alpha","Mean","Median","Rsquared","num.predictors"
"1",0.1,4.59537023632453,3.61828488371669,0.824228467755116,37
"2",0.2,3.03283356035832,2.42642108827258,0.913986051696687,31
"3",0.3,0.586722053990593,0.423287790111651,0.996724583217351,35
"4",0.4,2.80017892678508,2.37528573775547,0.922717971374594,22
"5",0.5,5.18544652515151,4.28179009719497,0.76394632061252,10
"6",0.6,2.73167744471332,2.22680433521403,0.918995055630373,14
"7",0.7,5.5058606172524,4.47012062952045,0.730075634047408,7
"8",0.8,3.03465036564219,2.60200694753964,0.899494878669946,11
"9",0.9,0.223297952573326,0.158419936324687,0.999442974516864,25
