"","alpha","Mean","Median","Rsquared","num.predictors"
"1",0.1,3.77402749732107,3.0371986405495,0.806611413984438,59
"2",0.2,3.62047843972363,2.77595622988147,0.817912444391627,45
"3",0.3,3.72363838137791,3.1351862839396,0.811257466861681,37
"4",0.4,3.67325587318217,3.06567613509474,0.814335214747111,33
"5",0.5,3.39731009829951,2.49825211904727,0.833093105181087,32
"6",0.6,3.49586755025975,2.59188632813569,0.82596305960025,31
"7",0.7,3.48310071442944,2.53341926598521,0.826511721016885,30
"8",0.8,3.34760818796296,2.48049445188124,0.835511518614918,31
"9",0.9,3.59780140663118,2.7812883905639,0.81774791563675,27
